Category,Author,Title/Subtitle,Barcode,Circ Type,Description 1,Description 2,Description 3,ISBN,Subject
Realistic Fiction,"June, Christina.",It started with goodbye,T 90862,MS/US Circulating,,,,978-0-310-75866-2,Secrets -- Fiction.
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Honesty
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Honesty -- Fiction.
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Interpersonal relations
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Interpersonal relations -- Fiction.
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Mothers and daughters
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Mothers and daughters -- Fiction.
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Self-esteem
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Self-esteem -- Fiction.
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Universities and colleges
Realistic Fiction,"Kade, Stacey.",Finding Felicity,T 91598,MS/US Circulating,,,,978-1-48146425-3,Universities and colleges -- Fiction.
Realistic Fiction,"Kadohata, Cynthia.",Kira-kira,T 35238,MS/US Circulating,,,,0-689-85639-3,Death -- Fiction.
Realistic Fiction,"Kadohata, Cynthia.",Kira-kira,T 35238,MS/US Circulating,,,,0-689-85639-3,Friendship -- Fiction.
Realistic Fiction,"Kadohata, Cynthia.",Kira-kira,T 35238,MS/US Circulating,,,,0-689-85639-3,Georgia -- History -- 20th century -- Fiction.
Realistic Fiction,"Kadohata, Cynthia.",Kira-kira,T 35238,MS/US Circulating,,,,0-689-85639-3,Japanese Americans -- Fiction.
Realistic Fiction,"Kadohata, Cynthia.",Kira-kira,T 35238,MS/US Circulating,,,,0-689-85639-3,Sisters -- Fiction.
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,"Depression, Mental"
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,"Depression, Mental -- Fiction."
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Dysfunctional families
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Family problems -- Fiction.
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Friendship
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Friendship -- Fiction.
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Middle schools
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Middle schools -- Fiction.
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Racially mixed people
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Racially mixed people -- Fiction.
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Schools
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Schools -- Fiction.
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Science -- Methodology
Realistic Fiction,"Keller, Tae.",The science of breakable things,T 91779,MS/US Circulating,,,,978-1-52471566-3,Science -- Methodology -- Fiction.
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Automobile travel
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Automobile travel -- Fiction.
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Deaf
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Deaf -- Fiction.
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Grandmothers
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Grandmothers -- Fiction.
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,People with disabilities
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,People with disabilities -- Fiction.
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Whales
Realistic Fiction,"Kelly, Lynne, 1969-",Song for a whale,T 95071,MS/US Circulating,,,,978-1-52477023-5,Whales -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Bullying
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Bullying -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,High schools
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,High schools -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Massacre survivors
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Massacre survivors -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,School shootings
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,School shootings -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Schools -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Secrecy
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Secrets -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Truth -- Fiction.
Realistic Fiction,"Keplinger, Kody.",That's not what happened,T 91905,MS/US Circulating,,,,978-1-33818652-9,Truthfulness and falsehood
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Americans -- Iran
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Americans -- Iran -- Fiction.
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,"Depression, Mental"
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,"Depression, Mental -- Fiction."
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Friendship
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Friendship -- Fiction.
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Grandparents
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Grandparents -- Fiction.
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Iran
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Iran -- Fiction.
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Iranian Americans
Realistic Fiction,"Khorram, Adib.",Darius the Great is not okay,T 91845,MS/US Circulating,,,,978-0-525-55296-3,Iranian Americans -- Fiction.
Realistic Fiction,"Kidd, Sue Monk.",The secret life of bees,T 48697,MS/US Circulating,,,,978-0-14-200174-5 (pbk.),
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Conduct of life
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Conduct of life -- Fiction.
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,High schools
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,High schools -- Fiction.
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Rape
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Rape -- Fiction.
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Schools
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Schools -- Fiction.
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Sexism
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Sexism -- Fiction.
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Wealth
Realistic Fiction,"Kiely, Brendan, 1977-",Tradition,T 91908,MS/US Circulating,,,,978-1-48148034-5,Wealth -- Fiction.
Realistic Fiction,"King, A. S. (Amy Sarig), 1970-",Ask the passengers : a novel,T 48703,MS/US Circulating,,,,978-0-316-19468-6,JUVENILE FICTION / Family / General (see also headings under Social Issues)
Realistic Fiction,"King, A. S. (Amy Sarig), 1970-",Ask the passengers : a novel,T 48703,MS/US Circulating,,,,978-0-316-19468-6,JUVENILE FICTION / Social Issues / Dating & Sex.
Realistic Fiction,"King, A. S. (Amy Sarig), 1970-",Ask the passengers : a novel,T 48703,MS/US Circulating,,,,978-0-316-19468-6,JUVENILE FICTION / Social Issues / Prejudice & Racism.
Realistic Fiction,"Kingsolver, Barbara.",Pigs in heaven : a novel,T 48689,MS/US Circulating,,,,978-0-06-092253-5 (pbk.),
Realistic Fiction,"Kingsolver, Barbara.",The Poisonwood Bible.,T 48453,MS/US Circulating,,,,978-0-06-157707-9 (pbk.),
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Female friendship
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Foster children
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Foster children -- Fiction.
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Friendship -- Fiction.
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Orphan trains
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Orphan trains -- Fiction.
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Orphans
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Orphans -- Fiction.
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Women
Realistic Fiction,"Kline, Christina Baker, 1964-",Orphan train girl : the young readers' edition of Orphan train,T 90876,MS/US Circulating,,,,978-0-06-244594-0,Women -- Fiction.
Realistic Fiction,"Knowles, Johanna, 1970-",Read between the lines,T 24018,MS/US Circulating,,,,978-0-7636-6387-2,
Realistic Fiction,"Knowles, Johanna, 1970-",See you at Harry's,T 23627,MS/US Circulating,,,,978-0-7636-5407-8 (lib. bdg.),
Realistic Fiction,"Konigsburg, E. L.",From the mixed-up files of Mrs. Basil E. Frankweiler,T 35213,MS/US Circulating,,,,,"Metropolitan Museum of Art (New York, N.Y.) -- Fiction."
Realistic Fiction,"Konigsburg, E. L.",From the mixed-up files of Mrs. Basil E. Frankweiler,T 35213,MS/US Circulating,,,,,"Newbery medal books, 1968."
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Behavior -- Fiction.
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Gifted children
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Gifted children -- Fiction.
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Human behavior
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Humorous fiction.
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Middle schools
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Middle schools -- Fiction.
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Robotics
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Robotics -- Fiction.
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Robots
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Robots -- Fiction.
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Schools
Realistic Fiction,"Korman, Gordon.",Supergifted,T 91279,MS/US Circulating,,,,978-0-06-256384-2,Schools -- Fiction.
Realistic Fiction,"Korman, Gordon.",Ungifted,T 48776,MS/US Circulating,,,,978-0-06-174266-8,
Realistic Fiction,"Kostakis, Will.",The sidekicks,T 91068,MS/US Circulating,,,,978-0-373-21262-0,Grief
Realistic Fiction,"Kostakis, Will.",The sidekicks,T 91068,MS/US Circulating,,,,978-0-373-21262-0,Grief -- Fiction.
Realistic Fiction,"Kostakis, Will.",The sidekicks,T 91068,MS/US Circulating,,,,978-0-373-21262-0,High school students
Realistic Fiction,"Kostakis, Will.",The sidekicks,T 91068,MS/US Circulating,,,,978-0-373-21262-0,High school students -- Fiction.
Realistic Fiction,"Kwan, Kevin.",Crazy rich Asians,T 91843,MS/US Circulating,,,,978-0-345-80378-8,Americans -- Singapore -- Fiction.
Realistic Fiction,"Kwan, Kevin.",Crazy rich Asians,T 91843,MS/US Circulating,,,,978-0-345-80378-8,Fianc�es -- Fiction.
Realistic Fiction,"Kwan, Kevin.",Crazy rich Asians,T 91843,MS/US Circulating,,,,978-0-345-80378-8,Fianc�s -- Fiction.
Realistic Fiction,"Kwan, Kevin.",Crazy rich Asians,T 91843,MS/US Circulating,,,,978-0-345-80378-8,Rich people -- Fiction.
Realistic Fiction,"Kwan, Kevin.",Crazy rich Asians,T 91843,MS/US Circulating,,,,978-0-345-80378-8,Social conflict -- Fiction.
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Artists
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Artists -- Fiction.
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Automobile travel
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Automobile travel -- Fiction.
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Bands (Music)
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Bands (Music) -- Fiction.
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Best friends
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Best friends -- Fiction.
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Friendship
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Friendship -- Fiction.
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,"Northwest, Pacific"
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,"Northwest, Pacific -- Fiction."
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Secrecy
Realistic Fiction,"LaCour, Nina.",The Disenchantments,T 92073,MS/US Circulating,,,,978-0-14-242391-2,Secrets -- Fiction.
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Families
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Family life -- Fiction.
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Lesbianism
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Lesbianism -- Fiction.
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Motion picture industry
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Motion picture industry -- Fiction.
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Secrecy
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Secrets -- Fiction.
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Set designers
Realistic Fiction,"LaCour, Nina.",Everything leads to you,T 92079,MS/US Circulating,,,,978-0-525-42588-5,Set designers -- Fiction.
Realistic Fiction,"LaCour, Nina.",Hold still,T 92091,MS/US Circulating,,,,978-0-525-55608-4,Bereavement
Realistic Fiction,"LaCour, Nina.",Hold still,T 92091,MS/US Circulating,,,,978-0-525-55608-4,Bereavement -- Fiction.
Realistic Fiction,"LaCour, Nina.",Hold still,T 92091,MS/US Circulating,,,,978-0-525-55608-4,Friendship
Realistic Fiction,"LaCour, Nina.",Hold still,T 92091,MS/US Circulating,,,,978-0-525-55608-4,Friendship -- Fiction.
Realistic Fiction,"LaCour, Nina.",Hold still,T 92091,MS/US Circulating,,,,978-0-525-55608-4,Suicide
Realistic Fiction,"LaCour, Nina.",Hold still,T 92091,MS/US Circulating,,,,978-0-525-55608-4,Suicide -- Fiction.
Realistic Fiction,"LaCour, Nina.",We are okay,T 90482,MS/US Circulating,,,,978-0-525-42589-2,College students
Realistic Fiction,"LaCour, Nina.",We are okay,T 90482,MS/US Circulating,,,,978-0-525-42589-2,College students -- Fiction.
Realistic Fiction,"LaCour, Nina.",We are okay,T 90482,MS/US Circulating,,,,978-0-525-42589-2,Friendship
Realistic Fiction,"LaCour, Nina.",We are okay,T 90482,MS/US Circulating,,,,978-0-525-42589-2,Friendship -- Fiction.
Realistic Fiction,"LaCour, Nina.",We are okay,T 90482,MS/US Circulating,,,,978-0-525-42589-2,Grief
Realistic Fiction,"LaCour, Nina.",We are okay,T 90482,MS/US Circulating,,,,978-0-525-42589-2,Grief -- Fiction.
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,Friendship
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,Friendship -- Fiction.
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,Homosexuality
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,Homosexuality -- Fiction.
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,JUVENILE FICTION / Love & Romance.
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,JUVENILE FICTION / Social Issues / Friendship.
Realistic Fiction,"LaCour, Nina.",You know me well : a novel,T 91793,MS/US Circulating,,,,978-1-25009864-1,Romance fiction.
Realistic Fiction,"Lahiri, Jhumpa.",Interpreter of maladies : stories,T 23220,MS/US Circulating,,,,978-0-395-92720-5 (pbk.),East Indian Americans -- Fiction.
Realistic Fiction,"Lahiri, Jhumpa.",The namesake,T 30340,MS/US Circulating,,,,978-0-618-48522-2 (pbk.),
Realistic Fiction,"Lange, Erin Jade.",Butter,T 48816,MS/US Circulating,,,,978-1-59990-780-2,
Realistic Fiction,"Levithan, David.",Love is the higher law,T 23608,MS/US Circulating,,,,978-0-375-83469-1 (pbk.),"September 11 Terrorist Attacks, 2001."
Realistic Fiction,"Lipsyte, Robert.",The contender,T 36195,MS/US Circulating,,,,0-06-447039-3,African Americans -- Fiction
Realistic Fiction,"Lipsyte, Robert.",The contender,T 36195,MS/US Circulating,,,,0-06-447039-3,Afro-Americans -- Fiction.
Realistic Fiction,"Lipsyte, Robert.",The contender,T 36195,MS/US Circulating,,,,0-06-447039-3,Boxing -- Fiction
Realistic Fiction,"Lipsyte, Robert.",The contender,T 36195,MS/US Circulating,,,,0-06-447039-3,"Harlem (New York, N.Y.) -- Fiction"
Realistic Fiction,"Lockhart, E.",The disreputable history of Frankie Landau-Banks : a novel,T 22744,MS/US Circulating,,,,978-0-7868-3818-9 (lib. bdg.),
Realistic Fiction,"Lockhart, E.",We were liars,T 23932,MS/US Circulating,,,,978-0-385-74126-2,
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Families
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Family life -- Fiction.
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Family secrets
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Family secrets -- Fiction.
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Identity (Psychology)
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Identity (Psychology) -- Fiction.
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Teenage girls
Realistic Fiction,"Long, Hayley, 1971-",Sophie someone,T 90456,MS/US Circulating,,,,978-0-7636-8995-7,Teenage girls -- Fiction.
Realistic Fiction,"Lord, Cynthia.",Rules,T 22873,MS/US Circulating,,,,978-0-439-44383-8 (pbk.),
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Camps
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Camps -- Fiction.
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Faith
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Faith -- Fiction.
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,"JUVENILE FICTION / Health & Daily Living / Diseases, Illnesses & Injuries."
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,JUVENILE FICTION / Love & Romance.
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,JUVENILE FICTION / Social Issues / Adolescence.
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Mothers and daughters
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Mothers and daughters -- Fiction.
Realistic Fiction,"Lord, Emery.",The names they gave us,T 92102,MS/US Circulating,,,,978-1-61963-958-4,Romance fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Best friends
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Best friends -- Fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Families -- Indiana
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Family life -- Indiana -- Fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Friendship
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Friendship -- Fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,High schools
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,High schools -- Fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Indiana
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Indiana -- Fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Schools
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Schools -- Fiction.
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Self-actualization (Psychology)
Realistic Fiction,"Lord, Emery.",The start of me and you,T 95074,MS/US Circulating,,,,978-1-61963-359-9,Self-actualization (Psychology) -- Fiction.
